noisy,clean,text
noisy_trainset_28spk_wav/p270_405.wav,clean_trainset_28spk_wav/p270_405.wav,Ferguson must take the blame.
noisy_trainset_28spk_wav/p287_158.wav,clean_trainset_28spk_wav/p287_158.wav,This much I can tell you.
noisy_trainset_28spk_wav/p276_169.wav,clean_trainset_28spk_wav/p276_169.wav,His job was not advertised.
noisy_trainset_28spk_wav/p279_229.wav,clean_trainset_28spk_wav/p279_229.wav,"At the time, he was a living legend."
noisy_trainset_28spk_wav/p233_091.wav,clean_trainset_28spk_wav/p233_091.wav,"However, we will obviously keep the matter under review."
noisy_trainset_28spk_wav/p282_337.wav,clean_trainset_28spk_wav/p282_337.wav,A spokeswoman for Edinburgh City Council confirmed its support for the company.
noisy_trainset_28spk_wav/p273_276.wav,clean_trainset_28spk_wav/p273_276.wav,Both companies have had a rough ride in recent years.
noisy_trainset_28spk_wav/p279_310.wav,clean_trainset_28spk_wav/p279_310.wav,The letters are going out today.
noisy_trainset_28spk_wav/p273_415.wav,clean_trainset_28spk_wav/p273_415.wav,Family liaison officers are now working to support the family.
noisy_trainset_28spk_wav/p244_309.wav,clean_trainset_28spk_wav/p244_309.wav,But it is a similar problem.
noisy_trainset_28spk_wav/p270_328.wav,clean_trainset_28spk_wav/p270_328.wav,Will have consequences for Scottish universities.
noisy_trainset_28spk_wav/p279_304.wav,clean_trainset_28spk_wav/p279_304.wav,This is a war over our home.
noisy_trainset_28spk_wav/p250_445.wav,clean_trainset_28spk_wav/p250_445.wav,Everything in golf is a balance.
noisy_trainset_28spk_wav/p233_305.wav,clean_trainset_28spk_wav/p233_305.wav,They should be swept away.
noisy_trainset_28spk_wav/p277_017.wav,clean_trainset_28spk_wav/p277_017.wav,Others have tried to explain the phenomenon physically.
noisy_trainset_28spk_wav/p287_038.wav,clean_trainset_28spk_wav/p287_038.wav,Among them are many criminals.
noisy_trainset_28spk_wav/p286_326.wav,clean_trainset_28spk_wav/p286_326.wav,You are a different people.
noisy_trainset_28spk_wav/p287_424.wav,clean_trainset_28spk_wav/p287_424.wav,Both promotions come as no surprise.
noisy_trainset_28spk_wav/p267_374.wav,clean_trainset_28spk_wav/p267_374.wav,The marshall at the turn was great.
noisy_trainset_28spk_wav/p236_122.wav,clean_trainset_28spk_wav/p236_122.wav,Becoming a father was wonderful.
noisy_trainset_28spk_wav/p269_051.wav,clean_trainset_28spk_wav/p269_051.wav,Several other pupils and staff were seriously injured in the accident.
noisy_trainset_28spk_wav/p226_315.wav,clean_trainset_28spk_wav/p226_315.wav,It was a question of patience.
noisy_trainset_28spk_wav/p268_260.wav,clean_trainset_28spk_wav/p268_260.wav,We have a budget in March.
noisy_trainset_28spk_wav/p273_201.wav,clean_trainset_28spk_wav/p273_201.wav,"From there, they can go anywhere."
noisy_trainset_28spk_wav/p230_158.wav,clean_trainset_28spk_wav/p230_158.wav,You had to go and see him.
noisy_trainset_28spk_wav/p282_139.wav,clean_trainset_28spk_wav/p282_139.wav,I don't know the full story.
noisy_trainset_28spk_wav/p250_261.wav,clean_trainset_28spk_wav/p250_261.wav,"He was good, but not that good."
noisy_trainset_28spk_wav/p282_254.wav,clean_trainset_28spk_wav/p282_254.wav,One MP said he feared the job losses were only the beginning.
noisy_trainset_28spk_wav/p276_255.wav,clean_trainset_28spk_wav/p276_255.wav,"Five years later, the deception continued."
noisy_trainset_28spk_wav/p259_155.wav,clean_trainset_28spk_wav/p259_155.wav,It opens the door to the Champions League.)
noisy_trainset_28spk_wav/p230_183.wav,clean_trainset_28spk_wav/p230_183.wav,They will run a mile.
noisy_trainset_28spk_wav/p274_337.wav,clean_trainset_28spk_wav/p274_337.wav,There will be good prospects ahead.)
noisy_trainset_28spk_wav/p278_212.wav,clean_trainset_28spk_wav/p278_212.wav,Bombing is the easy option.
noisy_trainset_28spk_wav/p273_077.wav,clean_trainset_28spk_wav/p273_077.wav,They have now been banned from Celtic Park for life.
noisy_trainset_28spk_wav/p258_261.wav,clean_trainset_28spk_wav/p258_261.wav,I am very angry.
noisy_trainset_28spk_wav/p243_053.wav,clean_trainset_28spk_wav/p243_053.wav,He said he still planned to go ahead with deep tax cuts.
noisy_trainset_28spk_wav/p279_236.wav,clean_trainset_28spk_wav/p279_236.wav,They should come forward.
noisy_trainset_28spk_wav/p228_004.wav,clean_trainset_28spk_wav/p228_004.wav,We also need a small plastic snake and a big toy frog for the kids.
noisy_trainset_28spk_wav/p276_382.wav,clean_trainset_28spk_wav/p276_382.wav,His background is firmly in venture capital.
noisy_trainset_28spk_wav/p230_093.wav,clean_trainset_28spk_wav/p230_093.wav,But I know the course.
noisy_trainset_28spk_wav/p269_359.wav,clean_trainset_28spk_wav/p269_359.wav,It was forced to divert.
noisy_trainset_28spk_wav/p273_252.wav,clean_trainset_28spk_wav/p273_252.wav,"Now, suddenly, we have this new landscape."
noisy_trainset_28spk_wav/p244_067.wav,clean_trainset_28spk_wav/p244_067.wav,But that's another story for another day.
noisy_trainset_28spk_wav/p227_323.wav,clean_trainset_28spk_wav/p227_323.wav,"If you can run a computer, you can talk to the world."
noisy_trainset_28spk_wav/p270_448.wav,clean_trainset_28spk_wav/p270_448.wav,No further details of expansion plans were given.
noisy_trainset_28spk_wav/p279_024.wav,clean_trainset_28spk_wav/p279_024.wav,"This is a very common type of bow, one showing mainly red and yellow, with little or no green or blue."
noisy_trainset_28spk_wav/p274_310.wav,clean_trainset_28spk_wav/p274_310.wav,The rescue package is public money.)
noisy_trainset_28spk_wav/p270_213.wav,clean_trainset_28spk_wav/p270_213.wav,They are looking at a flotation.
noisy_trainset_28spk_wav/p286_181.wav,clean_trainset_28spk_wav/p286_181.wav,People should not become complacent.
noisy_trainset_28spk_wav/p256_098.wav,clean_trainset_28spk_wav/p256_098.wav,She told The Herald.
noisy_trainset_28spk_wav/p244_217.wav,clean_trainset_28spk_wav/p244_217.wav,I'm interested in interesting work.
noisy_trainset_28spk_wav/p286_023.wav,clean_trainset_28spk_wav/p286_023.wav,"If the red of the second bow falls upon the green of the first, the result is to give a bow with an abnormally wide yellow band, since red and green light when mixed form yellow."
noisy_trainset_28spk_wav/p258_212.wav,clean_trainset_28spk_wav/p258_212.wav,A Grampian Police spokesman said.
noisy_trainset_28spk_wav/p227_107.wav,clean_trainset_28spk_wav/p227_107.wav,Then came the farewell to Europe.
noisy_trainset_28spk_wav/p287_354.wav,clean_trainset_28spk_wav/p287_354.wav,He was then replaced by Ross.
noisy_trainset_28spk_wav/p277_057.wav,clean_trainset_28spk_wav/p277_057.wav,He looks like an Afghan.
noisy_trainset_28spk_wav/p282_342.wav,clean_trainset_28spk_wav/p282_342.wav,"In addition, it was in breach of natural justice."
noisy_trainset_28spk_wav/p286_310.wav,clean_trainset_28spk_wav/p286_310.wav,But it has been an amazing experience.
noisy_trainset_28spk_wav/p244_229.wav,clean_trainset_28spk_wav/p244_229.wav,It still has an effect.
noisy_trainset_28spk_wav/p233_144.wav,clean_trainset_28spk_wav/p233_144.wav,I saw some terrible things.
noisy_trainset_28spk_wav/p287_282.wav,clean_trainset_28spk_wav/p287_282.wav,"Frankly, we should all have such problems."
noisy_trainset_28spk_wav/p267_256.wav,clean_trainset_28spk_wav/p267_256.wav,"Now, suddenly, we have this new landscape."
noisy_trainset_28spk_wav/p270_434.wav,clean_trainset_28spk_wav/p270_434.wav,The British government does not want to know.
noisy_trainset_28spk_wav/p282_272.wav,clean_trainset_28spk_wav/p282_272.wav,He promised to lead from the front in the battle for entry.
noisy_trainset_28spk_wav/p274_298.wav,clean_trainset_28spk_wav/p274_298.wav,You have to expect this type of thing.)
noisy_trainset_28spk_wav/p230_115.wav,clean_trainset_28spk_wav/p230_115.wav,I can't even get into the A team.
noisy_trainset_28spk_wav/p236_437.wav,clean_trainset_28spk_wav/p236_437.wav,He said current trading was strong.
noisy_trainset_28spk_wav/p277_285.wav,clean_trainset_28spk_wav/p277_285.wav,The songs are just so good.
noisy_trainset_28spk_wav/p239_104.wav,clean_trainset_28spk_wav/p239_104.wav,I am so proud of him.
noisy_trainset_28spk_wav/p267_260.wav,clean_trainset_28spk_wav/p267_260.wav,Tourism is a vital industry for Scotland.
noisy_trainset_28spk_wav/p278_381.wav,clean_trainset_28spk_wav/p278_381.wav,Does it matter ?
noisy_trainset_28spk_wav/p277_133.wav,clean_trainset_28spk_wav/p277_133.wav,The BBC was a disgrace.
noisy_trainset_28spk_wav/p230_003.wav,clean_trainset_28spk_wav/p230_003.wav,"Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob."
noisy_trainset_28spk_wav/p269_222.wav,clean_trainset_28spk_wav/p269_222.wav,The council has proposed a temporary barrier to protect the monument.
noisy_trainset_28spk_wav/p244_270.wav,clean_trainset_28spk_wav/p244_270.wav,"Moreover, it must be for all sports."
noisy_trainset_28spk_wav/p267_270.wav,clean_trainset_28spk_wav/p267_270.wav,It is also very valuable.
noisy_trainset_28spk_wav/p286_364.wav,clean_trainset_28spk_wav/p286_364.wav,"In general terms, the proposals are very much in line with expectations."
noisy_trainset_28spk_wav/p256_304.wav,clean_trainset_28spk_wav/p256_304.wav,It's just not funny!
noisy_trainset_28spk_wav/p228_107.wav,clean_trainset_28spk_wav/p228_107.wav,It is a good day for the coalition.
noisy_trainset_28spk_wav/p228_212.wav,clean_trainset_28spk_wav/p228_212.wav,A deadline is still essential.
noisy_trainset_28spk_wav/p274_308.wav,clean_trainset_28spk_wav/p274_308.wav,I couldn't really work outside Edinburgh.)
noisy_trainset_28spk_wav/p239_476.wav,clean_trainset_28spk_wav/p239_476.wav,Banking stocks were hit hard.
noisy_trainset_28spk_wav/p239_079.wav,clean_trainset_28spk_wav/p239_079.wav,I can understand the frustrations of our fans.
noisy_trainset_28spk_wav/p270_338.wav,clean_trainset_28spk_wav/p270_338.wav,Ms Anderson yesterday put a brave face on the departure.
noisy_trainset_28spk_wav/p228_153.wav,clean_trainset_28spk_wav/p228_153.wav,It is not just about pay.
noisy_trainset_28spk_wav/p282_030.wav,clean_trainset_28spk_wav/p282_030.wav,This is the window.
noisy_trainset_28spk_wav/p279_080.wav,clean_trainset_28spk_wav/p279_080.wav,I've been there.
noisy_trainset_28spk_wav/p282_142.wav,clean_trainset_28spk_wav/p282_142.wav,He realises his mistake.
noisy_trainset_28spk_wav/p228_144.wav,clean_trainset_28spk_wav/p228_144.wav,She hopes to study in Britain one day.
noisy_trainset_28spk_wav/p243_043.wav,clean_trainset_28spk_wav/p243_043.wav,He too started on the subs seats.
noisy_trainset_28spk_wav/p244_240.wav,clean_trainset_28spk_wav/p244_240.wav,This is a fight to the death.
noisy_trainset_28spk_wav/p244_208.wav,clean_trainset_28spk_wav/p244_208.wav,It was the story of the second half.
noisy_trainset_28spk_wav/p243_069.wav,clean_trainset_28spk_wav/p243_069.wav,I cannot believe that someone would pay so much for works like these.
noisy_trainset_28spk_wav/p233_316.wav,clean_trainset_28spk_wav/p233_316.wav,My body is clearly capable.
noisy_trainset_28spk_wav/p226_145.wav,clean_trainset_28spk_wav/p226_145.wav,"On Friday, the headteacher and deputy headteacher appeared at the door."
noisy_trainset_28spk_wav/p254_222.wav,clean_trainset_28spk_wav/p254_222.wav,The boy is no longer with us.
noisy_trainset_28spk_wav/p231_429.wav,clean_trainset_28spk_wav/p231_429.wav,He is on the wrong side.
noisy_trainset_28spk_wav/p286_132.wav,clean_trainset_28spk_wav/p286_132.wav,They will remember this victory for a while.
noisy_trainset_28spk_wav/p277_137.wav,clean_trainset_28spk_wav/p277_137.wav,Police could not say if the two incidents were connected.
noisy_trainset_28spk_wav/p276_443.wav,clean_trainset_28spk_wav/p276_443.wav,He now lives in Fenwick in Ayrshire.
noisy_trainset_28spk_wav/p258_006.wav,clean_trainset_28spk_wav/p258_006.wav,"When the sunlight strikes raindrops in the air, they act as a prism and form a rainbow."
noisy_trainset_28spk_wav/p258_076.wav,clean_trainset_28spk_wav/p258_076.wav,I first met him last summer.
noisy_trainset_28spk_wav/p276_079.wav,clean_trainset_28spk_wav/p276_079.wav,I have made that offer.
noisy_trainset_28spk_wav/p269_097.wav,clean_trainset_28spk_wav/p269_097.wav,"Previously, they were raised in the European Court of Human Rights."
noisy_trainset_28spk_wav/p243_246.wav,clean_trainset_28spk_wav/p243_246.wav,"I think, therefore I am ?"
noisy_trainset_28spk_wav/p244_009.wav,clean_trainset_28spk_wav/p244_009.wav,"There is , according to legend, a boiling pot of gold at one end."
noisy_trainset_28spk_wav/p243_212.wav,clean_trainset_28spk_wav/p243_212.wav,It is going to change the world.
noisy_trainset_28spk_wav/p273_214.wav,clean_trainset_28spk_wav/p273_214.wav,He later paid a tribute to his opponent.
noisy_trainset_28spk_wav/p233_184.wav,clean_trainset_28spk_wav/p233_184.wav,Is Saddam a threat ?
noisy_trainset_28spk_wav/p236_314.wav,clean_trainset_28spk_wav/p236_314.wav,The answer is with ourselves.
noisy_trainset_28spk_wav/p227_344.wav,clean_trainset_28spk_wav/p227_344.wav,Public opinion was split on the proposal.
noisy_trainset_28spk_wav/p286_134.wav,clean_trainset_28spk_wav/p286_134.wav,It was a good game to watch.
noisy_trainset_28spk_wav/p227_135.wav,clean_trainset_28spk_wav/p227_135.wav,We could easily have lost that game.
noisy_trainset_28spk_wav/p250_341.wav,clean_trainset_28spk_wav/p250_341.wav,Will have consequences for Scottish universities.
noisy_trainset_28spk_wav/p258_361.wav,clean_trainset_28spk_wav/p258_361.wav,"Instead, he was informed to join the line of creditors."
noisy_trainset_28spk_wav/p233_311.wav,clean_trainset_28spk_wav/p233_311.wav,Is there on his hands ?
noisy_trainset_28spk_wav/p274_054.wav,clean_trainset_28spk_wav/p274_054.wav,There's still plenty time left.)
noisy_trainset_28spk_wav/p270_047.wav,clean_trainset_28spk_wav/p270_047.wav,I had trouble with the producers.
noisy_trainset_28spk_wav/p231_094.wav,clean_trainset_28spk_wav/p231_094.wav,You are like an animal.
noisy_trainset_28spk_wav/p273_410.wav,clean_trainset_28spk_wav/p273_410.wav,We decided we would go for a specialist inside centre.
noisy_trainset_28spk_wav/p228_303.wav,clean_trainset_28spk_wav/p228_303.wav,This wasn't the way it was supposed to be.
noisy_trainset_28spk_wav/p270_271.wav,clean_trainset_28spk_wav/p270_271.wav,What are you not good at ?
noisy_trainset_28spk_wav/p239_267.wav,clean_trainset_28spk_wav/p239_267.wav,The latter can only account for a small proportion of calls.
noisy_trainset_28spk_wav/p273_333.wav,clean_trainset_28spk_wav/p273_333.wav,He declined to comment on possible disposals.
noisy_trainset_28spk_wav/p254_191.wav,clean_trainset_28spk_wav/p254_191.wav,The modern approach will also be reflected in the terms of address.
noisy_trainset_28spk_wav/p259_420.wav,clean_trainset_28spk_wav/p259_420.wav,It's too close to call.)
noisy_trainset_28spk_wav/p270_367.wav,clean_trainset_28spk_wav/p270_367.wav,"We lost our composure towards the interval, he said."
noisy_trainset_28spk_wav/p230_287.wav,clean_trainset_28spk_wav/p230_287.wav,You get a lot for your money.
noisy_trainset_28spk_wav/p243_324.wav,clean_trainset_28spk_wav/p243_324.wav,It is not either national standards or local control.
noisy_trainset_28spk_wav/p227_349.wav,clean_trainset_28spk_wav/p227_349.wav,I came into this world with nothing.
noisy_trainset_28spk_wav/p236_331.wav,clean_trainset_28spk_wav/p236_331.wav,Public opinion was split on the proposal.
noisy_trainset_28spk_wav/p256_200.wav,clean_trainset_28spk_wav/p256_200.wav,I have a cold.
noisy_trainset_28spk_wav/p268_083.wav,clean_trainset_28spk_wav/p268_083.wav,He admitted afterwards that he didn't know much about it.
noisy_trainset_28spk_wav/p269_032.wav,clean_trainset_28spk_wav/p269_032.wav,Because we do not need it.
noisy_trainset_28spk_wav/p270_114.wav,clean_trainset_28spk_wav/p270_114.wav,"The situation is not easy, but we will prevail."
noisy_trainset_28spk_wav/p236_432.wav,clean_trainset_28spk_wav/p236_432.wav,Paris is not only young.
noisy_trainset_28spk_wav/p227_067.wav,clean_trainset_28spk_wav/p227_067.wav,I have proved that in the past.
noisy_trainset_28spk_wav/p227_128.wav,clean_trainset_28spk_wav/p227_128.wav,"On Friday, the headteacher and deputy headteacher appeared at the door."
noisy_trainset_28spk_wav/p287_285.wav,clean_trainset_28spk_wav/p287_285.wav,Both companies have had a rough ride in recent years.
noisy_trainset_28spk_wav/p286_339.wav,clean_trainset_28spk_wav/p286_339.wav,The advisers had some discussions but no conclusion was reached.
noisy_trainset_28spk_wav/p231_253.wav,clean_trainset_28spk_wav/p231_253.wav,It was a cry for help.
noisy_trainset_28spk_wav/p228_079.wav,clean_trainset_28spk_wav/p228_079.wav,I had my suspicions.
noisy_trainset_28spk_wav/p287_248.wav,clean_trainset_28spk_wav/p287_248.wav,"Either way, the investor retains the premium."
noisy_trainset_28spk_wav/p259_091.wav,clean_trainset_28spk_wav/p259_091.wav,"What kind of man does that, Mr Dick ?)"
noisy_trainset_28spk_wav/p236_161.wav,clean_trainset_28spk_wav/p236_161.wav,It is not a financial issue.
noisy_trainset_28spk_wav/p287_355.wav,clean_trainset_28spk_wav/p287_355.wav,I'd like to take the plunge.
noisy_trainset_28spk_wav/p279_026.wav,clean_trainset_28spk_wav/p279_026.wav,He said the matter had been neglected in the past.
noisy_trainset_28spk_wav/p276_395.wav,clean_trainset_28spk_wav/p276_395.wav,North African countries are also seen as potential customers.
noisy_trainset_28spk_wav/p268_155.wav,clean_trainset_28spk_wav/p268_155.wav,Prospects for equity markets remain uncertain.
noisy_trainset_28spk_wav/p226_025.wav,clean_trainset_28spk_wav/p226_025.wav,He has not been named.
noisy_trainset_28spk_wav/p226_168.wav,clean_trainset_28spk_wav/p226_168.wav,It is too much for me.
noisy_trainset_28spk_wav/p233_201.wav,clean_trainset_28spk_wav/p233_201.wav,He may need it.
noisy_trainset_28spk_wav/p230_033.wav,clean_trainset_28spk_wav/p230_033.wav,"Of course, on Tuesday, United were beaten despite this."
noisy_trainset_28spk_wav/p239_157.wav,clean_trainset_28spk_wav/p239_157.wav,Before the game we went for a pint.
noisy_trainset_28spk_wav/p287_098.wav,clean_trainset_28spk_wav/p287_098.wav,We have got a race.
noisy_trainset_28spk_wav/p278_051.wav,clean_trainset_28spk_wav/p278_051.wav,I had trouble with the producers.
noisy_trainset_28spk_wav/p286_259.wav,clean_trainset_28spk_wav/p286_259.wav,This fact is supported by audience research.
noisy_trainset_28spk_wav/p254_031.wav,clean_trainset_28spk_wav/p254_031.wav,Suggestions of the action being a punishment were dismissed.
noisy_trainset_28spk_wav/p276_156.wav,clean_trainset_28spk_wav/p276_156.wav,Token gestures of tiny tax cuts will not do.
noisy_trainset_28spk_wav/p279_341.wav,clean_trainset_28spk_wav/p279_341.wav,"Like his acting, it was an accident."
noisy_trainset_28spk_wav/p230_169.wav,clean_trainset_28spk_wav/p230_169.wav,On the month the weakness was across the board.
noisy_trainset_28spk_wav/p276_048.wav,clean_trainset_28spk_wav/p276_048.wav,It carried a double message.
noisy_trainset_28spk_wav/p274_145.wav,clean_trainset_28spk_wav/p274_145.wav,No-one from the Fire Brigades Union was available for comment yesterday.)
noisy_trainset_28spk_wav/p243_279.wav,clean_trainset_28spk_wav/p243_279.wav,Yesterday's session was the last full one before Christmas.
noisy_trainset_28spk_wav/p244_033.wav,clean_trainset_28spk_wav/p244_033.wav,It is on the internet.
noisy_trainset_28spk_wav/p269_047.wav,clean_trainset_28spk_wav/p269_047.wav,Who can say?
noisy_trainset_28spk_wav/p287_001.wav,clean_trainset_28spk_wav/p287_001.wav,Please call Stella.
noisy_trainset_28spk_wav/p273_235.wav,clean_trainset_28spk_wav/p273_235.wav,He said the move followed a downturn in business travel.
noisy_trainset_28spk_wav/p231_343.wav,clean_trainset_28spk_wav/p231_343.wav,Shoppers were attracted by the heavy discounting on selected items.
noisy_trainset_28spk_wav/p244_081.wav,clean_trainset_28spk_wav/p244_081.wav,"So is that it, then ?"
noisy_trainset_28spk_wav/p274_002.wav,clean_trainset_28spk_wav/p274_002.wav,Ask her to bring these things with her from the store.  )
noisy_trainset_28spk_wav/p230_077.wav,clean_trainset_28spk_wav/p230_077.wav,"Last week, he was taken into hospital."
noisy_trainset_28spk_wav/p228_283.wav,clean_trainset_28spk_wav/p228_283.wav,She said she could not believe that they had run away.
noisy_trainset_28spk_wav/p273_356.wav,clean_trainset_28spk_wav/p273_356.wav,I was delighted to accept.
noisy_trainset_28spk_wav/p279_294.wav,clean_trainset_28spk_wav/p279_294.wav,These figures are truly awful.
noisy_trainset_28spk_wav/p286_276.wav,clean_trainset_28spk_wav/p286_276.wav,And they were being paid ?
noisy_trainset_28spk_wav/p286_165.wav,clean_trainset_28spk_wav/p286_165.wav,We will turn the corner.
noisy_trainset_28spk_wav/p269_322.wav,clean_trainset_28spk_wav/p269_322.wav,I did not name it.
noisy_trainset_28spk_wav/p228_280.wav,clean_trainset_28spk_wav/p228_280.wav,We want to see the maximum of change.
noisy_trainset_28spk_wav/p228_325.wav,clean_trainset_28spk_wav/p228_325.wav,The same things will happen with GM foods.
noisy_trainset_28spk_wav/p254_021.wav,clean_trainset_28spk_wav/p254_021.wav,"The difference in the rainbow depends considerably upon the size of the drops, and the width of the colored band increases as the size of the drops increases."
noisy_trainset_28spk_wav/p259_179.wav,clean_trainset_28spk_wav/p259_179.wav,You have got to get people from all sorts of different directions.)
noisy_trainset_28spk_wav/p267_393.wav,clean_trainset_28spk_wav/p267_393.wav,Ms McNeill was killed on impact.
noisy_trainset_28spk_wav/p250_271.wav,clean_trainset_28spk_wav/p250_271.wav,"Now, suddenly, we have this new landscape."
noisy_trainset_28spk_wav/p267_010.wav,clean_trainset_28spk_wav/p267_010.wav,"People look, but no one ever finds it."
noisy_trainset_28spk_wav/p244_125.wav,clean_trainset_28spk_wav/p244_125.wav,We had a great time.
noisy_trainset_28spk_wav/p254_019.wav,clean_trainset_28spk_wav/p254_019.wav,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."
noisy_trainset_28spk_wav/p259_461.wav,clean_trainset_28spk_wav/p259_461.wav,It certainly appeared that way.)
noisy_trainset_28spk_wav/p267_329.wav,clean_trainset_28spk_wav/p267_329.wav,It's not an easy life.
noisy_trainset_28spk_wav/p243_001.wav,clean_trainset_28spk_wav/p243_001.wav,Please call Stella.
noisy_trainset_28spk_wav/p268_317.wav,clean_trainset_28spk_wav/p268_317.wav,Life has changed for rugby players in just three years.
noisy_trainset_28spk_wav/p276_058.wav,clean_trainset_28spk_wav/p276_058.wav,And they removed a Borderer.
noisy_trainset_28spk_wav/p243_364.wav,clean_trainset_28spk_wav/p243_364.wav,Both players gave so much to the side.
noisy_trainset_28spk_wav/p227_089.wav,clean_trainset_28spk_wav/p227_089.wav,You might not make it.
noisy_trainset_28spk_wav/p268_378.wav,clean_trainset_28spk_wav/p268_378.wav,The amount of alcohol as a whole was very high.
noisy_trainset_28spk_wav/p258_281.wav,clean_trainset_28spk_wav/p258_281.wav,He has a wealth of experience.
noisy_trainset_28spk_wav/p236_019.wav,clean_trainset_28spk_wav/p236_019.wav,"Since then physicists have found that it is not reflection, but refraction by the raindrops which causes the rainbows."
noisy_trainset_28spk_wav/p278_361.wav,clean_trainset_28spk_wav/p278_361.wav,But we welcome this document.
noisy_trainset_28spk_wav/p227_334.wav,clean_trainset_28spk_wav/p227_334.wav,What form did that take ?
noisy_trainset_28spk_wav/p254_356.wav,clean_trainset_28spk_wav/p254_356.wav,New Zealand rugby is totally different.
noisy_trainset_28spk_wav/p228_285.wav,clean_trainset_28spk_wav/p228_285.wav,The songs are just so good.
noisy_trainset_28spk_wav/p267_417.wav,clean_trainset_28spk_wav/p267_417.wav,This is no reflection on Rangers.
noisy_trainset_28spk_wav/p243_199.wav,clean_trainset_28spk_wav/p243_199.wav,There was no way back for Rangers after that blow.
noisy_trainset_28spk_wav/p258_382.wav,clean_trainset_28spk_wav/p258_382.wav,It was a cry for help.
noisy_trainset_28spk_wav/p279_007.wav,clean_trainset_28spk_wav/p279_007.wav,The rainbow is a division of white light into many beautiful colors.
noisy_trainset_28spk_wav/p259_430.wav,clean_trainset_28spk_wav/p259_430.wav,The next few months will tell.)
noisy_trainset_28spk_wav/p230_066.wav,clean_trainset_28spk_wav/p230_066.wav,He also received a medal of honour.
noisy_trainset_28spk_wav/p269_399.wav,clean_trainset_28spk_wav/p269_399.wav,"Well, it did last time, he was reminded."
noisy_trainset_28spk_wav/p267_160.wav,clean_trainset_28spk_wav/p267_160.wav,Nobody did in those days.
noisy_trainset_28spk_wav/p250_161.wav,clean_trainset_28spk_wav/p250_161.wav,Life is still very tough for them.
noisy_trainset_28spk_wav/p258_288.wav,clean_trainset_28spk_wav/p258_288.wav,He was obviously very genuine.
noisy_trainset_28spk_wav/p243_359.wav,clean_trainset_28spk_wav/p243_359.wav,"Under Alex Ferguson, Aberdeen showed it could be done."
noisy_trainset_28spk_wav/p278_081.wav,clean_trainset_28spk_wav/p278_081.wav,That was a great performance by the team.
noisy_trainset_28spk_wav/p239_370.wav,clean_trainset_28spk_wav/p239_370.wav,It didn't matter who was in their way.
noisy_trainset_28spk_wav/p279_148.wav,clean_trainset_28spk_wav/p279_148.wav,They did very well.
noisy_trainset_28spk_wav/p250_251.wav,clean_trainset_28spk_wav/p250_251.wav,"They included certain insurance policies, and his share of the house."
noisy_trainset_28spk_wav/p236_200.wav,clean_trainset_28spk_wav/p236_200.wav,I had a train to catch.
noisy_trainset_28spk_wav/p287_366.wav,clean_trainset_28spk_wav/p287_366.wav,It's a policy which has worked for us.
noisy_trainset_28spk_wav/p236_260.wav,clean_trainset_28spk_wav/p236_260.wav,It is very hard for her.
noisy_trainset_28spk_wav/p279_096.wav,clean_trainset_28spk_wav/p279_096.wav,It is an old family habit.
noisy_trainset_28spk_wav/p268_128.wav,clean_trainset_28spk_wav/p268_128.wav,Their season has been consigned to history.
noisy_trainset_28spk_wav/p227_170.wav,clean_trainset_28spk_wav/p227_170.wav,What do we want to do that for ?
noisy_trainset_28spk_wav/p279_380.wav,clean_trainset_28spk_wav/p279_380.wav,We try to keep it right.
noisy_trainset_28spk_wav/p231_135.wav,clean_trainset_28spk_wav/p231_135.wav,We must recognise that this outfit is unique.
noisy_trainset_28spk_wav/p270_378.wav,clean_trainset_28spk_wav/p270_378.wav,She said they would appeal.
noisy_trainset_28spk_wav/p231_004.wav,clean_trainset_28spk_wav/p231_004.wav,We also need a small plastic snake and a big toy frog for the kids.
noisy_trainset_28spk_wav/p278_362.wav,clean_trainset_28spk_wav/p278_362.wav,It intends to do so on Wednesday.
noisy_trainset_28spk_wav/p259_240.wav,clean_trainset_28spk_wav/p259_240.wav,I am considered a teenager.)
noisy_trainset_28spk_wav/p277_142.wav,clean_trainset_28spk_wav/p277_142.wav,We want to keep the pound.
noisy_trainset_28spk_wav/p274_029.wav,clean_trainset_28spk_wav/p274_029.wav,Not if you know the person.)
noisy_trainset_28spk_wav/p274_017.wav,clean_trainset_28spk_wav/p274_017.wav,Others have tried to explain the phenomenon physically. )
noisy_trainset_28spk_wav/p269_214.wav,clean_trainset_28spk_wav/p269_214.wav,"We have the experience, the courses, and an abundance of confidence."
noisy_trainset_28spk_wav/p231_231.wav,clean_trainset_28spk_wav/p231_231.wav,Paterson can afford to be generous.
noisy_trainset_28spk_wav/p250_447.wav,clean_trainset_28spk_wav/p250_447.wav,External auditors will monitor the action which is planned.
noisy_trainset_28spk_wav/p273_115.wav,clean_trainset_28spk_wav/p273_115.wav,His job was not advertised.
noisy_trainset_28spk_wav/p273_100.wav,clean_trainset_28spk_wav/p273_100.wav,Athletics is on a roll in the country.
noisy_trainset_28spk_wav/p268_022.wav,clean_trainset_28spk_wav/p268_022.wav,The actual primary rainbow observed is said to be the effect of super-imposition of a number of bows.
